,VFID,strain,VF_Name,cate,pro_Name
VFG002015(gb|WP_010947514),VF0157,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Flagella,Motility,fliQ
VFG002016(gb|WP_010947515),VF0157,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Flagella,Motility,fliP
VFG002017(gb|WP_010947516),VF0157,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Flagella,Motility,fliO
VFG002018(gb|WP_010947517),VF0157,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Flagella,Motility,fliN
VFG002019(gb|WP_013101527),VF0157,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Flagella,Motility,fliM
VFG002095(gb|WP_010947666),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ralF
VFG002096(gb|WP_010946675),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lidA
VFG002097(gb|WP_010946287),VF0337,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Pht,Nutritional/Metabolic factor,phtA
VFG002098(gb|WP_010948481),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lepA
VFG002099(gb|WP_010948192),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lepB
VFG002100(gb|WP_010948004),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ylfA/legC7
VFG002101(gb|WP_010948213),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidC
VFG002102(gb|WP_010946272),VF0156,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm,Effector delivery system,lvgA
VFG002103(gb|WP_010948417),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,wipA
VFG002104(gb|WP_010946379),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,wipB
VFG002105(gb|WP_010947915),VF0156,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm,Effector delivery system,wipC
VFG002106(gb|WP_010947601),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ylfB/legC2
VFG002107(gb|WP_010946358),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidA
VFG002108(gb|WP_010947369),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidB
VFG002109(gb|WP_010946139),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vipA
VFG002110(gb|WP_010948518),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vipD
VFG002111(gb|WP_010948500),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vipE
VFG002112(gb|WP_010945864),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vipF
VFG002113(gb|WP_015444908),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidE/laiD
VFG002114(gb|WP_015444208),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdeA/laiA
VFG002115(gb|WP_015444209),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdeB/laiB
VFG002116(gb|WP_010947864),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdeC/laiC
VFG002117(gb|WP_010948211),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdeD/laiF
VFG002118(gb|WP_010948284),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidF
VFG002119(gb|WP_010947085),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidG
VFG002120(gb|WP_010948516),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidH
VFG002163(gb|WP_010946196),VF0156,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm,Effector delivery system,icmN/dotK
VFG010439(gb|WP_010947690),VF0161,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,MOMP,Adherence,omp28
VFG010455(gb|WP_015444381),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilE/pilA
VFG010459(gb|WP_016356941),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilE/pilA
VFG010463(gb|WP_010946666),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilQ
VFG010467(gb|WP_010946665),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilP
VFG010471(gb|WP_014841277),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilO
VFG010475(gb|WP_010946663),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilN
VFG010479(gb|WP_010946662),VF0155,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Type IV pili,Adherence,pilM
VFG010491(gb|WP_010947066),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS06695
VFG010495(gb|WP_010947116),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS06945
VFG010499(gb|WP_010946645),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS04520
VFG010503(gb|WP_010946441),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS03490
VFG010515(gb|WP_010946906),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lidL
VFG010519(gb|WP_010947086),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS06795
VFG010523(gb|WP_011213649),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS06765
VFG010527(gb|WP_010946797),VF0163,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Enh loci,Others,LPG_RS05280
VFG010682(gb|WP_010946036),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdbA
VFG010686(gb|WP_010948184),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdbB
VFG010693(gb|WP_010948095),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdbC
VFG010701(gb|WP_010948212),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdcA
VFG010708(gb|WP_010948167),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sidD
VFG010730(gb|WP_015444210),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,laiE
VFG010745(gb|WP_010946125),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdhA
VFG010749(gb|WP_010945896),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,sdhB
VFG010759(gb|WP_010948114),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vpdA/vipD2
VFG010763(gb|WP_010946959),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vpdB/vipD3
VFG010846(gb|WP_010946630),VF0154,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Lsp T2SS,Effector delivery system,lspC
VFG010850,VF0259,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,RtxA,Exotoxin,VF0259
VFG010854(gb|WP_015444551),VF0291,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Legiobactin,Nutritional/Metabolic factor,lbtA
VFG010858(gb|WP_010947055),VF0291,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Legiobactin,Nutritional/Metabolic factor,lbtB
VFG010862(gb|WP_010946592),VF0292,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,CcmC,Nutritional/Metabolic factor,ccmA
VFG010866(gb|WP_010946593),VF0292,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,CcmC,Nutritional/Metabolic factor,ccmB
VFG010874(gb|WP_011945969),VF0292,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,CcmC,Nutritional/Metabolic factor,ccmD
VFG010878(gb|WP_010946596),VF0292,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,CcmC,Nutritional/Metabolic factor,ccmE
VFG010882(gb|WP_010946597),VF0292,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,CcmC,Nutritional/Metabolic factor,ccmF
VFG010898(gb|WP_010946484),VF0293,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,IraAB,Nutritional/Metabolic factor,iraA
VFG010906(gb|WP_011213314),VF0261,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,CsrA,Regulation,csrA
VFG018236(gb|WP_010948166),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,drrA/sidM
VFG041230(gb|WP_010945774),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,cegC1
VFG041231(gb|WP_010945800),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankQ/legA10
VFG041232(gb|WP_010945807),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0045
VFG041233(gb|WP_010945841),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg3
VFG041234(gb|WP_010945842),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0081
VFG041235(gb|WP_010945851),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem1
VFG041236(gb|WP_010945857),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg4
VFG041237(gb|WP_010945887),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,cegC2
VFG041238(gb|WP_010945932),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legU1
VFG041239(gb|WP_010945952),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg5
VFG041240(gb|WP_010945988),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg7
VFG041241(gb|WP_010946001),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg8
VFG041242(gb|WP_010946007),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg9
VFG041243(gb|WP_010946037),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legG2
VFG041244(gb|WP_010946045),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg10
VFG041245(gb|WP_010946046),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem2
VFG041246(gb|WP_010946055),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0294
VFG041247(gb|WP_010946114),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0365
VFG041248(gb|WP_010946151),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankY/legA9
VFG041249(gb|WP_010946152),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankG/ankZ/legA7
VFG041250(gb|WP_010946185),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankJ/legA11
VFG041251(gb|WP_010946186),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg14/sidL
VFG041252(gb|WP_010946221),VF0156,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm,Effector delivery system,dotV
VFG041253(gb|WP_010946231),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankC/legA12
VFG041254(gb|WP_010946266),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0518
VFG041255(gb|WP_010946267),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg17
VFG041256(gb|WP_010946371),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0634
VFG041257(gb|WP_010946432),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankN/ankX/legA8
VFG041258(gb|WP_010946433),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem3
VFG041259(gb|WP_010946633),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg18
VFG041260(gb|WP_010946680),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legL1
VFG041261(gb|WP_010946698),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg0963
VFG041262(gb|WP_010946835),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem4/smdA
VFG041263(gb|WP_010946844),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem5
VFG041264(gb|WP_010946854),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem6
VFG041265(gb|WP_010946855),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg19
VFG041266(gb|WP_010946878),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,cegC3
VFG041267(gb|WP_010946879),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem7
VFG041268(gb|WP_010946882),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg1148
VFG041269(gb|WP_010946892),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg1158
VFG041275(gb|WP_010947004),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg1273
VFG041276(gb|WP_010947021),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem8
VFG041277(gb|WP_010947059),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legT
VFG041278(gb|WP_010947155),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,vpdC
VFG041279(gb|WP_010947212),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legK1
VFG041280(gb|WP_010947217),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lgt3/legC5
VFG041281(gb|WP_010947220),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem9
VFG041282(gb|WP_010947225),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem10
VFG041283(gb|WP_010947317),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legC6
VFG041284(gb|WP_010947327),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem11
VFG041285(gb|WP_010947329),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legL2
VFG041286(gb|WP_010947348),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ceg23
VFG041287(gb|WP_010947352),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem12
VFG041288(gb|WP_010947387),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legL3
VFG041289(gb|WP_010947416),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg1689
VFG041290(gb|WP_010947428),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legC3/ppeA
VFG041291(gb|WP_010947429),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ppeB
VFG041292(gb|WP_010947444),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg1717
VFG041293(gb|WP_010947445),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,ankI/legAS4
VFG041294(gb|WP_010947477),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lpg1751
VFG041295(gb|WP_010947577),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem14
VFG041296(gb|WP_010947607),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legLC8
VFG041297(gb|WP_010947649),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem15
VFG041298(gb|WP_010947663),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem16
VFG041299(gb|WP_010947664),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,legLC4
VFG041300(gb|WP_010947665),VF0798,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,Dot/Icm T4SS secreted effectors,Effector delivery system,lem17
